Unnamed: 0,Year,FuelConsumption,Kilometres,Doors,Seats,Price,Automatic,Manual,DEMO,NEW,USED,Engine_cyl_num,Engine_total_vol
0,2022,8.7,5595.0,4,7,10.858806671377762,1,0,1,0,0,4,2.2
1,2022,6.7,16.0,5,5,9.902987427494446,1,0,0,0,1,4,1.5
3,2011,11.0,136517.0,2,4,10.403959764222627,1,0,0,0,1,8,5.5
4,2022,6.0,1035.0,4,5,10.462817585361734,1,0,0,0,1,4,1.3
6,2017,5.1,67662.0,2,4,11.039395625947934,1,0,0,0,1,4,2.0
7,2000,8.0,300539.0,5,5,8.00469951054955,1,0,0,0,1,4,1.6
8,2013,7.1,82012.0,2,4,10.122141038577473,1,0,0,0,1,4,2.0
9,2014,4.5,38229.0,5,5,9.792555991828847,1,0,0,0,1,4,1.3
11,2018,9.8,16324.0,4,2,10.645401087458245,1,0,0,0,1,4,2.7
14,2016,8.0,229829.0,4,2,10.239781201782993,1,0,0,0,1,4,3.0
15,2012,6.2,55676.0,5,5,9.61573881119536,1,0,0,0,1,4,1.4
16,2014,5.6,82624.0,4,5,10.126030923778305,1,0,0,0,1,4,2.0
18,2011,5.4,95204.0,5,5,9.546741177474825,1,0,0,0,1,4,2.0
19,2014,5.4,76289.0,5,5,9.425451751593128,1,0,0,0,1,3,1.0
20,2012,7.5,219681.0,4,7,9.546741177474825,1,0,0,0,1,4,2.4
21,2013,6.1,98079.0,5,5,9.392578591964389,1,0,0,0,1,4,1.6
22,2023,8.4,15.0,4,5,11.337225934085149,1,0,0,1,0,6,3.0
23,2018,5.8,43274.0,5,5,9.898475010712584,1,0,0,0,1,4,1.5
24,2012,8.4,105672.0,4,5,9.79757132694458,1,0,0,0,1,4,2.5
25,2018,4.7,36836.0,5,5,9.61547209118311,1,0,0,0,1,3,1.2
26,2005,9.8,115821.0,4,5,9.047703788498627,1,0,0,0,1,4,2.4
28,2011,7.9,189711.0,4,5,9.471935109664646,1,0,0,0,1,4,2.4
29,2015,8.2,173786.0,4,7,9.74090979777877,1,0,0,0,1,6,2.7
30,2018,6.9,114301.0,4,5,9.996522418503318,1,0,0,0,1,4,2.0
31,2013,6.6,69197.0,5,5,10.121819546853116,0,1,0,0,1,4,2.0
33,2015,7.9,94377.0,4,5,10.081131519778971,1,0,0,0,1,4,2.0
34,2016,6.2,94965.0,5,5,9.74090979777877,1,0,0,0,1,4,1.5
35,2019,8.1,99294.0,4,7,10.106020149946213,1,0,0,0,1,4,2.5
36,2021,4.2,13694.0,5,5,10.711702975923748,1,0,0,0,1,4,1.8
37,2007,6.7,264691.0,4,5,8.980801413573113,1,0,0,0,1,4,1.5
39,2010,7.7,238270.0,5,5,9.082507000466299,0,1,0,0,1,4,1.8
41,2015,9.1,140964.0,4,5,9.546098067659527,1,0,0,0,1,4,2.4
42,2003,0.0,266848.0,4,3,9.21024036697585,1,0,0,0,1,4,2.4
43,2013,7.4,141000.0,4,5,9.61573881119536,1,0,0,0,1,4,1.6
44,2016,7.6,240402.0,4,5,10.032320424379096,1,0,0,0,1,4,2.4
45,2010,7.9,101126.0,2,4,9.996522418503318,1,0,0,0,1,4,1.8
46,2013,6.6,117254.0,5,5,9.903437551286085,1,0,0,0,1,4,2.0
47,2012,7.8,178747.0,2,4,9.898475010712584,0,1,0,0,1,4,2.0
48,2022,7.5,10579.0,4,5,10.54507824618167,1,0,0,0,1,4,2.5
49,2010,7.7,167101.0,5,5,9.471935109664646,1,0,0,0,1,4,1.8
50,2013,9.9,163161.0,4,5,9.74090979777877,1,0,0,0,1,6,4.0
51,2021,6.0,13200.0,3,4,10.5184028848265,0,1,0,0,1,4,1.4
52,2014,8.7,103211.0,4,5,10.080796567506539,1,0,0,0,1,4,2.4
53,2007,7.4,177751.0,4,5,9.304741047397666,1,0,0,0,1,4,1.8
54,2016,10.9,119614.0,3,14,10.712193073730345,1,0,0,0,1,4,2.7
55,2012,6.9,125546.0,5,5,9.672815734801127,1,0,0,0,1,4,1.8
56,2013,6.6,163000.0,4,5,9.740674462130217,1,0,0,0,1,4,2.5
57,2008,11.0,132864.0,4,7,9.897469480210566,1,0,0,0,1,6,3.5
58,2018,7.8,71655.0,4,7,10.691922185369403,1,0,0,0,1,4,2.2
59,2012,5.6,109459.0,4,5,9.846282078765348,1,0,0,0,1,4,2.0
60,2016,7.5,65361.0,2,4,10.12643108384767,1,0,0,0,1,4,1.6
61,2006,9.6,212953.0,4,5,9.210140351973516,1,0,0,0,1,6,3.0
62,2009,8.2,163012.0,4,5,9.2093398716426,1,0,0,0,1,4,2.0
63,2014,6.7,82119.0,2,4,10.21756809884244,1,0,0,0,1,4,2.0
64,2018,5.4,42071.0,5,5,10.126591103050316,1,0,0,0,1,3,1.0
65,2015,10.0,85958.0,4,5,9.798071479779479,1,0,0,0,1,6,3.2
66,2011,8.8,118642.0,4,5,9.471935109664646,1,0,0,0,1,4,2.0
67,2012,7.9,187265.0,4,5,9.546098067659527,1,0,0,0,1,4,2.0
68,2016,6.4,118120.0,2,4,10.274706221915702,1,0,0,0,1,4,2.0
69,2022,8.1,19978.0,4,5,10.513253124157023,1,0,0,0,1,4,2.0
70,2011,8.2,86804.0,4,5,9.546741177474825,1,0,0,0,1,4,2.0
71,2023,8.9,15.0,4,7,10.94882212300919,1,0,0,1,0,4,2.0
72,2014,9.0,183550.0,4,8,9.897871813750493,1,0,0,0,1,4,2.5
73,2014,6.3,191748.0,5,5,9.104424146384634,1,0,0,0,1,4,1.3
74,2016,10.4,139637.0,4,7,10.370361288772935,1,0,0,0,1,6,3.5
75,2013,7.2,165306.0,4,5,9.61547209118311,1,0,0,0,1,4,2.0
76,2016,7.1,104887.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
77,2017,5.5,72501.0,5,5,10.373178632943564,1,0,0,0,1,4,2.0
79,2010,14.5,169220.0,2,2,10.165813354725493,0,1,0,0,1,8,6.0
80,2015,5.9,111783.0,5,5,9.546098067659527,1,0,0,0,1,4,1.4
81,2018,9.3,97460.0,4,5,10.341419850781794,1,0,0,0,1,5,3.2
82,2009,8.2,178389.0,4,5,9.047703788498627,1,0,0,0,1,4,2.0
83,2011,6.4,188262.0,5,5,9.305195902988862,1,0,0,0,1,4,1.4
85,2010,11.5,152831.0,4,5,9.364691031806107,1,0,0,0,1,4,2.3
86,2017,5.9,69218.0,4,5,10.124629101179664,1,0,0,0,1,4,1.4
87,2013,6.6,124093.0,4,5,9.740380214665977,1,0,0,0,1,4,2.5
89,2013,10.9,98672.0,4,8,9.546455401949554,1,0,0,0,1,6,3.5
90,2015,7.2,61481.0,4,5,9.79784922051313,1,0,0,0,1,4,2.0
91,2018,6.6,61177.0,5,5,10.042814617757227,1,0,0,0,1,4,2.0
92,2014,8.2,132648.0,5,5,9.74090979777877,1,0,0,0,1,4,2.0
93,2021,7.3,31367.0,5,5,11.289631902404894,1,0,0,0,1,4,2.0
94,2010,11.5,174818.0,4,5,9.457200449907708,1,0,0,0,1,4,2.3
95,2015,6.7,115334.0,2,4,10.199137794637085,1,0,0,0,1,4,2.0
96,2014,5.8,57000.0,5,5,9.740380214665977,1,0,0,0,1,4,1.6
100,2014,9.2,199941.0,4,7,10.275016625615446,1,0,0,0,1,8,4.1
101,2015,4.8,23316.0,5,4,9.538204234060796,1,0,0,0,1,3,1.0
102,2016,9.9,226127.0,4,5,9.795345393916424,1,0,0,0,1,6,3.6
103,2019,5.4,58185.0,4,5,10.430816248401133,0,1,0,0,1,4,1.2
104,2021,7.4,16136.0,4,5,10.596384701840863,1,0,0,0,1,4,2.5
105,2015,6.7,31531.0,4,5,10.083723602839061,1,0,0,0,1,4,2.0
106,2018,7.5,76472.0,4,5,10.644233711895351,1,0,0,0,1,6,3.0
107,2018,7.4,62719.0,4,5,9.998752276761909,1,0,0,0,1,4,2.0
108,2020,7.9,52035.0,4,5,10.2396025825095,1,0,0,0,1,4,2.5
109,2010,6.6,146445.0,4,5,9.099408811268901,1,0,0,0,1,4,1.5
110,2020,7.3,35214.0,4,7,10.542178547300015,1,0,0,0,1,4,1.5
111,2014,7.4,163000.0,5,5,8.980927207648378,0,1,0,0,1,4,1.6
112,2013,10.1,69001.0,4,5,10.126231023828998,1,0,0,0,1,6,3.6
113,2007,9.6,106718.0,4,5,9.61573881119536,1,0,0,0,1,4,2.4
114,2016,8.3,59689.0,4,5,10.043206015705211,1,0,0,0,1,6,3.0
115,2010,9.0,177834.0,2,4,8.987071812848821,1,0,0,0,1,4,1.8
117,2013,6.6,105767.0,4,5,9.903437551286085,1,0,0,0,1,4,2.5
118,2018,6.0,87293.0,3,2,10.341710224882465,1,0,0,0,1,4,1.4
119,2013,6.7,154347.0,4,5,9.679718805828,1,0,0,0,1,4,1.8
120,2021,7.9,20827.0,4,5,10.400863128577715,1,0,0,0,1,4,2.4
123,2010,6.5,147626.0,5,5,9.305195902988862,1,0,0,0,1,4,1.3
124,2014,7.5,114424.0,4,5,10.308619271743055,1,0,0,0,1,6,3.0
125,2009,8.6,153020.0,5,5,9.543234787249512,0,1,0,0,1,4,2.5
126,2016,9.0,98700.0,4,5,10.518646164234097,1,0,0,0,1,5,3.2
128,2013,7.1,103706.0,2,4,10.126231023828998,1,0,0,0,1,4,2.0
129,2013,5.2,126532.0,5,5,9.546098067659527,1,0,0,0,1,4,1.4
130,2013,7.3,73421.0,5,5,9.740380214665977,1,0,0,0,1,4,2.0
131,2009,9.9,155135.0,4,5,9.305195902988862,1,0,0,0,1,4,2.4
132,2013,6.4,123330.0,5,5,9.471935109664646,1,0,0,0,1,4,1.4
133,2014,8.9,44249.0,5,5,9.85166780380633,1,0,0,0,1,4,2.4
134,2018,4.9,27100.0,5,5,10.085767441795337,1,0,0,0,1,4,1.5
135,2009,8.2,70661.0,5,5,9.61547209118311,1,0,0,0,1,4,2.0
136,2014,9.3,215100.0,4,5,9.851931065621725,1,0,0,0,1,4,2.5
137,2014,5.4,155036.0,5,5,9.615138591096644,1,0,0,0,1,4,1.4
138,2012,7.5,67678.0,5,5,10.307284603543595,1,0,0,0,1,6,3.0
139,2015,9.8,133934.0,4,5,10.043206015705211,1,0,0,0,1,6,3.6
140,2008,8.0,174915.0,5,5,9.615138591096644,1,0,0,0,1,4,2.0
141,2014,7.4,117000.0,4,5,8.973097896282471,1,0,0,0,1,4,1.8
142,2018,8.8,190176.0,4,8,10.2396025825095,1,0,0,0,1,4,2.5
143,2013,9.1,231675.0,4,5,9.893437216682626,0,1,0,0,1,4,2.5
144,2021,6.4,23332.0,4,5,11.127086497997242,1,0,0,0,1,4,2.0
145,2018,5.6,130647.0,4,5,9.993328256535918,1,0,0,0,1,4,1.4
146,2019,7.2,47307.0,4,5,10.642754668709626,1,0,0,0,1,4,1.4
149,2016,7.3,74983.0,4,5,10.308619271743055,1,0,0,0,1,4,2.5
150,2007,8.8,102496.0,5,5,8.977146484808472,0,1,0,0,1,4,2.3
151,2015,6.4,84924.0,5,5,9.61573881119536,1,0,0,0,1,4,1.6
152,2013,8.8,159558.0,4,5,10.570034051298894,1,0,0,0,1,6,3.0
154,2013,6.6,67590.0,5,5,9.471935109664646,1,0,0,0,1,4,1.6
155,2017,8.5,65502.0,4,5,10.308619271743055,1,0,0,0,1,4,2.4
156,2010,10.5,193271.0,4,5,10.308619271743055,1,0,0,0,1,8,4.8
158,2007,12.2,173839.0,4,5,9.099408811268901,1,0,0,0,1,6,4.0
160,2016,7.0,258936.0,4,5,9.965992757887525,1,0,0,0,1,4,2.3
163,2013,6.5,292134.0,4,5,9.61547209118311,1,0,0,0,1,4,2.2
164,2008,9.5,251000.0,4,5,9.965992757887525,1,0,0,0,1,4,3.0
165,2014,5.8,130242.0,5,5,9.70430463866676,1,0,0,0,1,4,2.0
166,2021,7.2,35024.0,4,5,10.20322170601205,1,0,0,0,1,4,1.6
167,2015,5.1,44145.0,4,5,10.373491181781864,1,0,0,0,1,4,2.0
168,2021,6.4,29567.0,4,5,11.127086497997242,1,0,0,0,1,4,2.0
169,2007,8.9,223898.0,5,5,8.935903526274423,1,0,0,0,1,4,2.3
170,2013,6.4,155244.0,3,4,9.79757132694458,1,0,0,0,1,4,1.6
171,2017,7.9,149988.0,4,5,9.90098442231801,1,0,0,0,1,4,2.5
172,2011,7.3,205373.0,5,5,9.2093398716426,1,0,0,0,1,4,2.0
174,2011,6.2,201011.0,5,5,8.987071812848821,1,0,0,0,1,4,1.4
175,2008,9.5,305593.0,2,3,9.209840246934501,0,1,0,0,1,4,2.4
177,2017,5.1,57217.0,5,5,9.740380214665977,1,0,0,0,1,3,1.2
178,2017,6.9,83147.0,4,5,9.791885375954825,1,0,0,0,1,4,1.4
179,2015,9.3,204000.0,4,5,9.851931065621725,1,0,0,0,1,4,2.5
180,2013,7.2,122077.0,4,5,9.732521279780308,0,1,0,0,1,4,2.0
181,2015,6.1,60581.0,4,5,10.042814617757227,1,0,0,0,1,4,2.0
182,2010,9.8,259488.0,2,2,9.543234787249512,0,1,0,0,1,4,2.5
183,2017,9.0,186954.0,4,7,9.471935109664646,1,0,0,0,1,4,2.4
184,2017,7.1,21350.0,5,5,10.042814617757227,1,0,0,0,1,4,2.0
185,2016,8.1,47926.0,5,5,11.00193316064714,1,0,0,0,1,5,2.5
186,2014,8.0,88861.0,2,2,9.993328256535918,0,1,0,0,1,4,2.5
187,2007,16.0,199000.0,4,5,9.304741047397666,1,0,0,0,1,6,3.0
188,2018,6.5,72540.0,4,4,10.596384701840863,1,0,0,0,1,4,2.0
189,2020,4.2,87043.0,5,5,10.596384701840863,1,0,0,0,1,4,1.8
190,2012,9.4,254121.0,4,5,9.998343083548807,0,1,0,0,1,5,3.2
191,2008,9.3,165450.0,3,4,9.85166780380633,0,1,0,0,1,4,2.0
192,2022,7.3,15087.0,4,5,10.596384701840863,1,0,0,0,1,4,1.5
193,2013,10.5,159056.0,4,5,9.998343083548807,1,0,0,0,1,4,2.5
194,2017,6.8,97295.0,4,5,10.373178632943564,1,0,0,0,1,4,2.0
195,2015,7.4,83095.0,4,5,10.20322170601205,1,0,0,0,1,4,2.5
197,2017,7.7,192988.0,4,5,10.275016625615446,1,0,0,0,1,4,3.0
198,2014,4.6,105663.0,5,5,10.021270588192511,1,0,0,0,1,4,1.8
199,2007,11.6,222603.0,4,3,9.79757132694458,0,1,0,0,1,4,2.7
200,2020,5.3,22300.0,5,5,10.232791299678729,1,0,0,0,1,3,1.0
201,2022,5.2,11824.0,5,5,10.308619271743055,1,0,0,0,1,4,1.5
202,2007,7.7,250318.0,5,5,9.304741047397666,1,0,0,0,1,4,1.8
203,2016,10.4,39967.0,4,5,10.457372665762566,1,0,0,0,1,6,3.6
204,2020,7.9,38341.0,4,5,10.274499232574913,1,0,0,0,1,4,2.0
205,2020,8.3,7528.0,4,5,10.403959764222627,1,0,0,0,1,4,2.5
206,2018,5.8,94385.0,4,5,9.903437551286085,1,0,0,0,1,4,1.5
207,2018,5.6,110047.0,4,5,10.308619271743055,1,0,0,0,1,4,1.2
208,2012,7.4,164189.0,4,7,9.740380214665977,1,0,0,0,1,4,2.2
209,2013,7.4,106722.0,5,5,9.287301413112312,1,0,0,0,1,4,1.8
210,2018,8.1,72650.0,4,7,10.593630224075774,1,0,0,0,1,4,3.0
211,2015,7.1,123624.0,4,5,9.61547209118311,1,0,0,0,1,4,1.8
212,2014,9.7,155620.0,4,5,10.2396025825095,1,0,0,0,1,6,3.5
213,2018,4.9,53426.0,5,5,10.042814617757227,1,0,0,0,1,4,1.5
214,2009,7.7,114727.0,5,5,9.61547209118311,1,0,0,0,1,4,1.8
215,2016,10.6,98983.0,4,7,10.578470762468402,1,0,0,0,1,6,3.5
216,2007,8.1,160523.0,3,5,9.304741047397666,1,0,0,0,1,4,2.0
217,2015,11.8,96000.0,4,5,10.77874793485229,1,0,0,0,1,8,6.0
218,2016,7.9,39397.0,4,5,10.083723602839061,1,0,0,0,1,4,2.5
219,2020,7.4,54368.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
220,2014,7.4,220683.0,5,5,8.98594603876032,1,0,0,0,1,4,1.8
222,2013,7.8,89140.0,4,5,9.792555991828847,1,0,0,0,1,4,2.5
223,2013,6.6,149974.0,5,5,9.740380214665977,1,0,0,0,1,4,1.8
224,2019,7.4,44879.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
225,2016,9.2,110909.0,4,5,10.460614531668961,1,0,0,0,1,5,3.2
226,2013,6.6,109519.0,5,5,9.902987427494446,1,0,0,0,1,4,1.8
227,2020,10.2,19372.0,4,5,10.931104967046613,1,0,0,0,1,6,3.3
228,2015,8.5,155198.0,4,5,10.124629101179664,1,0,0,0,1,4,2.5
229,2012,6.6,111323.0,5,5,9.457200449907708,1,0,0,0,1,4,1.3
230,2017,5.8,79882.0,5,5,10.628133400155445,1,0,0,0,1,4,2.0
231,2008,8.1,155839.0,5,5,9.546098067659527,0,1,0,0,1,4,2.0
232,2018,7.3,66805.0,4,5,10.431111294577999,1,0,0,0,1,4,2.5
233,2011,8.2,227646.0,4,5,9.095266164130717,1,0,0,0,1,6,2.7
234,2013,6.3,88465.0,5,5,9.608310798322087,1,0,0,0,1,4,1.4
235,2013,9.5,237426.0,4,5,9.680031452383618,1,0,0,0,1,6,3.6
236,1999,0.0,41750.0,2,3,10.799555168721248,0,1,0,0,1,6,4.2
237,2013,8.1,345194.0,4,5,9.471935109664646,0,1,0,0,1,4,3.0
238,2017,6.1,130970.0,5,5,10.08539235583374,1,0,0,0,1,4,1.8
239,2016,6.0,35612.0,4,5,10.122141038577473,1,0,0,0,1,4,1.5
240,2013,6.7,148265.0,5,5,9.546741177474825,1,0,0,0,1,4,1.8
241,2018,7.1,83494.0,4,5,10.238172478583245,1,0,0,0,1,4,1.6
242,2012,6.8,85492.0,5,5,9.546098067659527,1,0,0,0,1,4,1.5
243,2013,8.8,126408.0,4,5,9.903437551286085,1,0,0,0,1,4,2.0
244,2017,6.2,173156.0,4,3,10.04107321548869,0,1,0,0,1,4,1.6
245,2013,5.9,78783.0,3,5,9.615138591096644,0,1,0,0,1,4,1.6
246,2020,8.1,26227.0,4,5,11.153389288750464,1,0,0,0,1,4,2.0
247,2017,6.6,101821.0,4,5,9.952039593118293,1,0,0,0,1,4,1.8
248,2014,8.1,221872.0,4,5,9.575885856083103,0,1,0,0,1,4,2.5
249,2015,6.7,90691.0,4,5,9.600759521879075,1,0,0,0,1,4,1.8
250,2018,7.0,24305.0,4,5,10.308619271743055,1,0,0,0,1,4,2.5
251,2007,8.3,168901.0,4,5,8.980927207648378,1,0,0,0,1,4,2.0
252,2005,9.3,167562.0,4,5,8.980801413573113,1,0,0,0,1,4,2.4
253,2016,6.8,152995.0,5,5,10.308919326755392,1,0,0,0,1,6,3.0
254,2007,7.4,236946.0,4,5,9.091556835986216,1,0,0,0,1,4,1.8
255,2011,9.8,183580.0,4,5,9.471935109664646,1,0,0,0,1,6,3.6
257,2015,5.3,124882.0,4,5,9.897871813750493,1,0,0,0,1,4,1.6
258,2005,8.9,247519.0,4,5,8.691146498539675,1,0,0,0,1,4,2.3
259,2021,7.2,9819.0,4,5,10.858806671377762,1,0,0,0,1,4,1.4
260,2004,10.5,124230.0,4,5,9.680344001221918,1,0,0,0,1,6,3.0
261,2020,8.3,43839.0,2,2,10.433821642690162,1,0,0,0,1,4,2.4
262,2012,6.9,106286.0,5,5,9.740380214665977,1,0,0,0,1,4,1.8
264,2018,9.1,128601.0,4,7,10.515641573886542,1,0,0,0,1,6,3.5
265,2011,10.3,91016.0,4,5,9.74090979777877,1,0,0,0,1,6,3.6
266,2014,5.2,38821.0,4,5,10.302263672493496,1,0,0,0,1,4,2.2
267,2015,7.9,94239.0,4,7,10.042814617757227,1,0,0,0,1,4,2.5
268,2013,9.4,167122.0,4,5,10.082177523096034,0,1,0,0,1,5,3.2
269,2004,9.4,207966.0,4,5,9.103868127465667,1,0,0,0,1,4,2.4
270,2017,8.3,108767.0,2,2,10.308919326755392,0,1,0,0,1,5,3.2
271,2015,4.8,39578.0,5,5,9.70625538300642,1,0,0,0,1,4,1.2
272,2015,4.9,105633.0,5,5,9.740380214665977,1,0,0,0,1,4,1.5
273,2002,8.0,169981.0,4,5,8.972083182851925,1,0,0,0,1,4,1.8
275,2015,6.4,138263.0,3,4,9.99857043378282,1,0,0,0,1,4,1.6
276,2006,7.4,238016.0,5,5,8.699348067653093,1,0,0,0,1,4,1.8
278,2014,5.9,73021.0,4,5,10.239781201782993,1,0,0,0,1,4,2.0
279,2010,6.9,106831.0,4,5,9.104424146384634,1,0,0,0,1,4,2.0
280,2012,7.6,209552.0,5,5,8.986571625268054,1,0,0,0,1,4,2.0
281,2021,7.2,51311.0,4,5,10.338123037944072,1,0,0,0,1,4,2.4
282,2022,3.3,17984.0,5,5,10.596384701840863,1,0,0,0,1,3,1.5
283,2014,7.5,137763.0,4,5,10.126231023828998,1,0,0,0,1,6,3.0
284,2022,7.3,21532.0,4,5,10.596384701840863,1,0,0,0,1,4,1.5
285,2015,8.8,139968.0,4,7,10.91490662950186,1,0,0,0,1,6,3.0
286,2022,7.1,15.0,4,5,10.07280829715283,1,0,1,0,0,4,1.5
287,2015,7.2,154276.0,4,5,10.274706221915702,0,1,0,0,1,4,2.4
288,2009,11.0,98170.0,4,5,10.462817585361734,1,0,0,0,1,8,5.5
290,2013,5.7,131990.0,5,5,9.3492323708428,0,1,0,0,1,4,1.4
291,2019,6.0,173605.0,5,5,9.851931065621725,1,0,0,0,1,4,2.0
292,2017,8.7,160331.0,4,2,10.46296047312364,1,0,0,0,1,4,3.0
293,2010,9.3,203500.0,4,5,8.986571625268054,1,0,0,0,1,6,3.0
294,2018,8.5,37726.0,4,5,10.81803676885198,1,0,0,0,1,4,2.8
295,2018,6.1,50304.0,5,5,10.060491301345794,1,0,0,0,1,4,2.5
296,2018,7.1,59223.0,5,5,10.714195521835219,1,0,0,0,1,6,3.0
297,2013,6.4,103629.0,4,5,9.47231994707559,1,0,0,0,1,4,1.6
299,2015,7.5,92805.0,4,5,10.082177523096034,1,0,0,0,1,6,3.0
300,2005,9.5,98800.0,4,5,9.199077179697472,1,0,0,0,1,4,1.8
301,2009,11.0,127994.0,4,5,9.546098067659527,1,0,0,0,1,6,3.6
302,2015,6.8,171352.0,5,5,9.680281499268713,1,0,0,0,1,4,2.0
303,2015,9.2,31931.0,4,5,10.566175525611365,1,0,0,0,1,5,3.2
304,2011,6.2,158817.0,5,5,9.375854810453756,1,0,0,0,1,4,1.4
305,2016,5.7,89757.0,5,5,9.740380214665977,0,1,0,0,1,4,1.4
307,2011,7.6,120209.0,4,5,9.85166780380633,1,0,0,0,1,4,1.8
308,2011,8.9,174239.0,4,5,9.532423871145296,1,0,0,0,1,6,3.0
309,2004,9.5,95362.0,4,5,9.47231994707559,1,0,0,0,1,4,2.4
310,2018,5.6,67615.0,4,5,10.40365659611359,1,0,0,0,1,4,1.2
311,2017,5.1,41522.0,5,5,9.840387995592812,1,0,0,0,1,3,1.2
312,2018,5.3,38238.0,4,5,10.485703172388792,1,0,0,0,1,4,1.4
313,2018,7.2,157465.0,4,7,10.273325483001141,1,0,0,0,1,4,2.2
314,2017,5.2,44286.0,4,5,10.196157166498947,1,0,0,0,1,3,1.5
315,2017,6.8,116134.0,4,5,10.270904593006762,1,0,0,0,1,4,2.0
316,2007,10.8,165374.0,4,7,10.402746539930654,0,1,0,0,1,4,3.0
317,2020,7.4,40178.0,4,5,10.177324218165856,1,0,0,0,1,4,2.0
318,2010,8.9,191701.0,4,5,9.259035293514941,1,0,0,0,1,4,2.4
319,2019,7.6,43534.0,4,5,10.165467127635536,1,0,0,0,1,4,2.0
320,2015,6.9,77936.0,4,5,10.08539235583374,1,0,0,0,1,4,2.0
321,2015,11.5,217658.0,2,3,10.949279065020654,0,1,0,0,1,8,4.5
322,2015,6.0,49801.0,4,5,10.20322170601205,1,0,0,0,1,4,1.8
323,2013,8.1,121608.0,4,5,9.738023112808596,1,0,0,0,1,4,2.5
324,2014,5.6,112133.0,4,5,9.546741177474825,1,0,0,0,1,4,1.2
325,2018,6.2,153438.0,4,3,10.371927459805681,0,1,0,0,1,4,1.6
326,2013,11.0,215189.0,2,3,9.546455401949554,0,1,0,0,1,4,2.7
327,2016,7.4,139558.0,4,5,9.471935109664646,0,1,0,0,1,4,1.6
329,2016,0.0,265837.0,3,2,10.165659490817816,0,1,0,0,1,4,2.0
330,2010,7.6,186939.0,5,5,9.305195902988862,1,0,0,0,1,4,2.0
332,2015,7.1,103354.0,5,5,9.673319386284954,1,0,0,0,1,4,1.8
333,2012,8.9,115000.0,4,8,10.043206015705211,1,0,0,0,1,4,2.4
334,2017,7.9,97480.0,4,5,10.085767441795337,1,0,0,0,1,4,2.5
335,2018,6.0,82020.0,5,5,10.30521234102857,1,0,0,0,1,4,2.0
336,2020,6.7,29007.0,4,5,10.462817585361734,1,0,0,0,1,4,1.8
337,2017,7.9,115759.0,4,5,10.126231023828998,1,0,0,0,1,4,2.0
340,2006,9.9,260901.0,4,5,8.852235835227855,1,0,0,0,1,4,2.4
341,2018,8.8,57505.0,4,3,10.491135318903403,1,0,0,0,1,4,2.5
342,2009,10.7,153891.0,4,5,9.70625538300642,0,1,0,0,1,4,2.5
343,2005,0.0,169587.0,4,5,9.201602306032898,0,1,0,0,1,6,3.5
344,2013,5.3,170658.0,2,4,9.791997176502765,1,0,0,0,1,4,2.0
345,2015,7.4,119342.0,4,5,9.993693820422276,1,0,0,0,1,4,2.0
346,2016,7.8,132194.0,4,5,10.644233711895351,1,0,0,0,1,6,3.0
347,2017,6.3,128928.0,5,5,9.679343500888335,1,0,0,0,1,4,1.6
348,2010,11.0,269287.0,4,7,9.546455401949554,1,0,0,0,1,6,3.5
349,2019,4.2,60906.0,5,5,10.490996401073076,1,0,0,0,1,4,1.8
350,2015,7.9,188702.0,4,5,9.60911649193355,1,0,0,0,1,4,2.5
351,2017,4.7,41275.0,4,5,10.459668878022915,1,0,0,0,1,4,2.0
352,2008,8.9,196135.0,4,5,9.099408811268901,1,0,0,0,1,4,2.5
353,2017,8.8,196114.0,4,5,10.5184028848265,1,0,0,0,1,5,3.2
354,2009,10.6,152352.0,4,8,9.902987427494446,1,0,0,0,1,4,2.4
355,2013,6.5,165245.0,4,5,9.740674462130217,1,0,0,0,1,4,2.2
356,2012,11.0,101222.0,4,7,10.08539235583374,1,0,0,0,1,6,3.5
357,2018,8.8,164863.0,4,5,10.081131519778971,1,0,0,0,1,4,2.8
358,2016,6.1,74113.0,5,5,10.124629101179664,1,0,0,0,1,4,1.8
359,2012,11.3,121948.0,4,7,9.104868739033948,1,0,0,0,1,6,3.0
360,2009,8.2,73989.0,4,5,9.540578933841877,1,0,0,0,1,4,1.8
361,2010,5.5,81608.0,4,5,9.382611592916636,1,0,0,0,1,4,2.0
363,2019,5.8,5159.0,4,5,10.691717614342766,1,0,0,0,1,4,2.0
364,2009,10.6,240239.0,4,8,9.679718805828,1,0,0,0,1,4,2.4
365,2019,7.9,104066.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
367,2020,6.0,67712.0,5,5,9.98966524877718,1,0,0,0,1,4,1.4
368,2019,6.0,19768.0,4,5,10.08539235583374,1,0,0,0,1,4,1.4
369,2018,6.5,62782.0,4,5,10.645186773678239,0,1,0,0,1,4,2.3
371,2017,8.5,162384.0,4,5,10.542389718243678,1,0,0,0,1,4,2.8
372,2011,6.8,133360.0,4,5,10.083723602839061,1,0,0,0,1,6,3.0
373,2017,7.4,89044.0,4,5,9.952039593118293,1,0,0,0,1,4,2.0
374,2021,5.8,4758.0,5,5,9.925444719888171,1,0,0,0,1,4,1.2
375,2015,7.4,130569.0,4,5,10.060491301345794,1,0,0,0,1,4,2.0
