Unnamed: 0,Year,FuelConsumption,Kilometres,Doors,Seats,Price,Automatic,Manual,DEMO,NEW,USED,Engine_cyl_num,Engine_total_vol
15630,2004,11.5,260525.0,4,5,8.515191188745565,1,0,0,0,1,6,4.0
15631,2018,6.1,34854.0,4,5,9.84585843969949,1,0,0,0,1,4,1.4
15632,2011,8.9,287742.0,4,5,8.748304912379623,1,0,0,0,1,6,3.0
15634,2015,5.8,109788.0,4,7,10.161534819858218,1,0,0,0,1,4,2.3
15636,2008,9.3,184398.0,4,5,9.304741047397666,1,0,0,0,1,4,2.5
15638,2009,9.5,130620.0,2,4,10.077440859659566,1,0,0,0,1,6,3.5
15640,2017,4.7,127260.0,4,5,9.952039593118293,1,0,0,0,1,4,1.6
15641,2017,7.0,247342.0,4,5,10.199137794637085,1,0,0,0,1,4,2.3
15642,2019,7.6,106801.0,4,5,10.668722809490328,1,0,0,0,1,4,2.4
15643,2019,13.0,15587.0,4,5,11.22374894305158,1,0,0,0,1,8,6.4
15644,2015,10.0,81708.0,4,5,11.406453220459712,1,0,0,0,1,6,3.6
15645,2018,5.5,82563.0,4,5,10.664293381569887,1,0,0,0,1,4,2.0
15646,2011,7.9,268865.0,4,5,9.21024036697585,1,0,0,0,1,4,2.4
15648,2021,8.1,16210.0,4,5,11.336188286470174,1,0,0,0,1,4,2.0
15649,2011,6.2,204000.0,5,5,8.85352256068954,0,1,0,0,1,4,1.6
15650,2023,4.8,11.0,5,5,11.182864631309942,1,0,0,0,1,4,2.5
15651,2006,9.6,457207.0,4,5,8.986571625268054,0,1,0,0,1,4,3.0
15652,2007,11.0,144184.0,4,5,9.2093398716426,1,0,0,0,1,4,2.0
15653,2013,11.6,138894.0,4,7,9.72913416539135,1,0,0,0,1,6,3.6
15654,2013,7.4,124741.0,4,5,9.90323752128092,1,0,0,0,1,4,2.5
15655,2023,5.8,102.0,5,5,11.097258494377467,1,0,0,1,0,4,2.0
15656,2019,8.6,74374.0,2,5,10.894663097601999,1,0,0,0,1,4,2.8
15657,2018,7.3,59732.0,4,5,10.462817585361734,1,0,0,0,1,4,2.5
15658,2006,13.4,210338.0,4,5,9.740674462130217,1,0,0,0,1,8,5.0
15660,2016,7.9,196921.0,4,5,9.791438048727505,1,0,0,0,1,4,2.0
15664,2011,10.5,126116.0,4,5,10.666347345507374,1,0,0,0,1,4,2.0
15665,2015,7.5,262000.0,2,2,9.532423871145296,1,0,0,0,1,4,2.2
15666,2002,0.0,434896.0,4,5,9.21024036697585,0,1,0,0,1,4,3.0
15668,2023,8.0,12.0,4,5,11.22446976000864,1,0,0,1,0,4,3.0
15671,2008,10.5,205197.0,4,5,9.740380214665977,1,0,0,0,1,6,3.0
15672,2013,6.7,103312.0,4,5,9.740674462130217,1,0,0,0,1,4,1.8
15675,2022,7.2,6100.0,4,5,10.961069491646246,1,0,1,0,0,4,1.4
15676,2006,7.0,170808.0,5,5,8.507142855562735,0,1,0,0,1,4,1.5
15678,2019,6.2,55547.0,5,5,10.145649109686099,1,0,0,0,1,4,2.0
15679,2009,7.2,177172.0,5,5,8.852235835227855,0,1,0,0,1,4,2.0
15680,2007,9.6,148556.0,3,5,8.85352256068954,1,0,0,0,1,4,1.7
15682,2023,8.4,2.0,4,7,11.173065496459866,1,0,0,1,0,4,2.5
15683,2019,9.3,215139.0,4,3,9.902987427494446,1,0,0,0,1,4,2.5
15684,2015,9.0,120566.0,4,7,9.546455401949554,1,0,0,0,1,4,2.4
15687,2015,7.0,194668.0,4,5,10.203555107263542,1,0,0,0,1,4,2.3
15690,2016,7.7,131986.0,2,2,10.042814617757227,0,1,0,0,1,4,2.4
15692,2002,16.0,153201.0,4,5,10.463074768634808,1,0,0,0,1,8,5.7
15693,2010,11.3,227321.0,4,7,9.61547209118311,1,0,0,0,1,6,3.7
15694,2005,12.6,299451.0,4,8,10.038018445493734,1,0,0,0,1,4,3.0
15696,2016,7.9,128333.0,4,5,10.273325483001141,0,1,0,0,1,4,2.8
15698,2015,6.0,149271.0,4,5,10.369985042452576,1,0,0,0,1,4,2.0
15699,2013,10.2,238000.0,4,7,9.471935109664646,1,0,0,0,1,6,3.5
15700,2010,11.8,209470.0,4,7,10.126591103050316,1,0,0,0,1,4,3.0
15701,2005,9.1,200780.0,4,5,8.516192691082654,1,0,0,0,1,4,2.5
15702,2015,4.5,33841.0,5,5,10.122141038577473,1,0,0,0,1,4,2.0
15703,2012,7.1,232600.0,4,5,9.392578591964389,1,0,0,0,1,4,2.0
15704,2011,11.6,233032.0,4,5,9.851931065621725,1,0,0,0,1,4,2.7
15705,2020,6.2,43657.0,5,5,9.998343083548807,1,0,0,0,1,4,1.4
15708,2014,8.4,142799.0,4,7,10.403959764222627,1,0,0,0,1,4,3.0
15709,2007,9.3,233589.0,4,5,9.382611592916636,0,1,0,0,1,4,3.0
15710,2021,7.6,50000.0,4,5,10.161534819858218,1,0,0,0,1,4,2.0
15711,2014,9.4,190304.0,4,5,10.538740754677171,0,1,0,0,1,5,3.2
15715,2020,6.2,57896.0,4,5,10.081131519778971,1,0,0,0,1,4,2.0
15716,2017,5.0,107572.0,4,5,10.461673747661957,1,0,0,0,1,4,2.0
15717,2023,8.4,5.0,4,7,11.180413376600654,1,0,0,1,0,4,2.5
15718,2012,10.5,288216.0,4,5,9.84161214881804,1,0,0,0,1,4,2.5
15719,2008,9.1,191592.0,4,5,9.849559210510572,1,0,0,0,1,4,2.5
15721,2014,9.8,207896.0,4,5,9.99857043378282,0,1,0,0,1,4,2.5
15722,2023,8.0,9.0,4,5,11.110071943698552,1,0,0,1,0,4,3.0
15723,2016,8.0,265908.0,4,7,10.461673747661957,1,0,0,0,1,4,2.8
15724,2015,6.9,117775.0,3,2,9.79757132694458,0,1,0,0,1,4,1.2
15725,2022,7.9,4137.0,4,5,11.00193316064714,1,0,0,0,1,4,2.0
15727,2005,0.0,361771.0,4,8,10.463074768634808,0,1,0,0,1,6,4.2
15728,2010,8.5,145374.0,5,5,9.61547209118311,1,0,0,0,1,4,1.8
15730,2020,5.8,36969.0,5,5,10.083723602839061,1,0,0,0,1,4,1.2
15731,2018,6.9,70855.0,4,5,11.344506813345266,1,0,0,0,1,6,3.0
15732,2014,8.7,156025.0,4,5,11.288531131754366,1,0,0,0,1,8,4.4
15733,2023,7.2,2135.0,4,5,10.23243152273655,1,0,1,0,0,4,1.6
15737,2015,8.1,82508.0,4,7,9.949893925350283,1,0,0,0,1,4,2.2
15738,2014,9.0,220183.0,4,7,10.308785980087194,1,0,0,0,1,4,3.2
15739,2017,6.8,130182.0,4,5,9.997888227957612,1,0,0,0,1,4,2.0
15740,2023,7.6,2.0,4,5,10.898903648375788,1,0,0,1,0,4,2.5
15741,2005,0.0,78774.0,2,2,10.777914080311584,1,0,0,0,1,8,5.0
15742,2009,9.0,146319.0,4,4,10.118598932153073,1,0,0,0,1,6,3.0
15743,2013,11.7,199065.0,2,4,9.952039593118293,1,0,0,0,1,6,4.0
15744,2022,8.6,21366.0,4,5,10.839384814049202,1,0,0,0,1,4,2.4
15745,2002,10.1,198037.0,4,5,8.516192691082654,1,0,0,0,1,4,2.5
15746,2023,8.6,14.0,4,5,11.09346284721821,1,0,1,0,0,4,2.4
15747,2021,6.1,25431.0,4,5,10.851276951469654,1,0,0,0,1,4,2.0
15748,2017,8.8,87544.0,4,7,10.505067539570582,1,0,0,0,1,4,2.5
15749,2018,9.9,89711.0,4,7,10.403959764222627,1,0,0,0,1,6,3.5
15750,2009,8.2,235686.0,4,5,9.3492323708428,1,0,0,0,1,4,2.2
15751,2006,9.2,200206.0,4,7,8.852950887099581,1,0,0,0,1,4,2.4
15752,2016,7.6,98500.0,4,5,10.304944639246754,1,0,0,0,1,4,2.4
15753,1994,12.0,171146.0,2,4,10.596134608054392,0,1,0,0,1,6,3.0
15754,2004,15.0,312346.0,2,2,8.698681067461614,1,0,0,0,1,6,4.0
15756,2019,7.4,123557.0,4,5,10.273325483001141,1,0,0,0,1,4,2.5
15757,2014,4.8,118839.0,5,5,9.304741047397666,0,1,0,0,1,4,1.2
15758,2010,8.6,335300.0,4,3,9.903437551286085,0,1,0,0,1,4,3.0
15759,2006,16.5,94496.0,2,4,11.461621644211487,1,0,0,0,1,12,5.9
15761,2015,8.1,197691.0,4,5,10.308785980087194,0,1,0,0,1,4,3.0
15763,2023,8.4,4.0,4,7,11.207920887175698,1,0,0,1,0,4,2.5
15764,2012,8.0,136601.0,4,3,10.239924074233857,1,0,0,0,1,4,3.0
15765,2018,6.5,76500.0,4,4,10.668583232408658,1,0,0,0,1,4,2.0
15766,2014,11.0,113380.0,4,7,10.203406942652387,1,0,0,0,1,6,3.7
15768,2012,6.4,177356.0,4,5,10.124629101179664,1,0,0,0,1,4,2.1
15769,2014,10.5,265915.0,4,5,10.043032079974024,1,0,0,0,1,4,2.5
15771,2012,7.9,88447.0,4,5,9.734358589528156,1,0,0,0,1,4,2.0
15772,2023,9.4,11.0,4,5,10.689669599063263,1,0,0,1,0,4,2.0
15773,2018,8.8,76898.0,4,8,10.596384701840863,1,0,0,0,1,4,2.5
15774,2012,7.2,80311.0,2,4,9.61547209118311,1,0,0,0,1,4,1.6
15775,2018,10.9,149428.0,2,2,10.085600754292345,1,0,0,0,1,4,2.7
15776,2014,7.8,183793.0,2,2,9.740380214665977,0,1,0,0,1,4,2.0
15778,2016,5.7,160747.0,4,5,10.203406942652387,1,0,0,0,1,4,2.2
15779,2018,9.7,65726.0,4,5,10.239924074233857,1,0,0,0,1,4,2.4
15780,2016,7.9,136878.0,4,5,9.998752276761909,1,0,0,0,1,4,2.0
15783,1999,10.0,205440.0,4,5,8.51699317141357,1,0,0,0,1,4,2.0
15784,2015,6.6,118379.0,2,4,10.369985042452576,1,0,0,0,1,4,1.8
15785,2013,9.5,229933.0,4,5,9.615138591096644,1,0,0,0,1,6,3.6
15786,2015,7.2,106362.0,4,5,10.373178632943564,1,0,0,0,1,4,2.0
15788,2023,8.8,3.0,4,7,11.271185059123596,1,0,0,1,0,4,2.5
15789,2012,8.4,104740.0,4,5,9.607773308387083,1,0,0,0,1,4,2.0
15793,2015,8.7,116341.0,4,5,10.950789002803143,1,0,0,0,1,6,3.0
15795,1996,8.5,78881.0,2,4,10.199435369404942,0,1,0,0,1,4,1.3
15798,2020,7.0,208130.0,4,5,10.668839108844997,1,0,0,0,1,4,2.3
15800,2016,10.4,115243.0,4,5,10.490996401073076,0,1,0,0,1,4,2.0
15801,2022,7.1,2289.0,4,5,10.714373323320329,1,0,0,0,1,4,1.6
15803,2023,8.4,3.0,4,7,11.022098527710927,1,0,0,1,0,4,2.5
15804,2016,11.5,47483.0,4,5,10.98520797353402,1,0,0,0,1,8,6.2
15806,2015,5.8,110449.0,5,5,9.902987427494446,1,0,0,0,1,4,2.0
15807,2019,6.0,38115.0,5,5,10.403959764222627,1,0,0,0,1,4,2.0
15809,2007,14.4,102529.0,4,5,10.79947353106992,1,0,0,0,1,8,6.0
15810,2016,6.0,138618.0,4,5,10.341097113970859,1,0,0,0,1,4,2.2
15811,2022,9.3,17.0,4,5,10.6844853411661,1,0,1,0,0,4,2.0
15812,2019,4.2,57274.0,5,5,10.403959764222627,1,0,0,0,1,4,1.8
15814,2018,4.2,36533.0,5,5,10.462817585361734,1,0,0,0,1,4,1.8
15815,2020,0.0,89840.0,2,3,10.894663097601999,1,0,0,0,1,4,2.0
15817,2000,16.0,221501.0,4,5,10.126231023828998,1,0,0,0,1,8,5.7
15818,2015,7.3,81356.0,4,5,11.19814622463408,1,0,0,0,1,6,3.0
15820,2016,5.8,93753.0,4,7,10.664293381569887,1,0,0,0,1,6,3.0
15822,2012,13.7,117280.0,2,2,11.156179089908926,1,0,0,0,1,8,6.2
15825,2017,6.6,54418.0,4,5,10.20322170601205,1,0,0,0,1,4,2.0
15826,2018,7.7,220470.0,2,2,9.998343083548807,0,1,0,0,1,4,2.4
15827,2022,4.0,40.0,5,5,10.583802754280695,1,0,0,0,1,4,1.8
15828,2010,8.5,214467.0,4,7,9.20522732258936,1,0,0,0,1,4,2.0
15829,2022,7.7,1000.0,4,5,11.156107653683586,1,0,0,0,1,4,2.0
15830,2023,7.4,18.0,4,5,10.657024033108858,1,0,1,0,0,4,1.6
15831,2006,9.5,90000.0,4,5,4.477336814478207,0,1,0,0,1,4,2.0
15833,2022,9.8,11.0,4,5,10.656906351437641,1,0,0,1,0,4,2.0
15835,2018,8.4,60000.0,4,5,11.196679295393695,1,0,0,0,1,5,2.5
15836,2022,6.0,3075.0,4,5,10.594131602877955,1,0,1,0,0,4,1.3
15838,2012,11.6,89672.0,4,7,10.373178632943564,1,0,0,0,1,6,3.5
15841,2021,7.4,20000.0,5,5,11.288280787529752,1,0,0,0,1,4,2.0
15842,2016,9.8,112681.0,4,2,10.403959764222627,1,0,0,0,1,4,2.7
15843,2022,8.8,3.0,4,7,11.125629297477385,1,0,0,1,0,4,2.5
15844,2018,8.6,127365.0,4,7,10.403959764222627,1,0,0,0,1,4,2.8
15845,2023,7.6,1500.0,5,5,11.238357031663831,1,0,1,0,0,4,2.0
15846,2016,8.3,144410.0,4,5,10.733958923959293,0,1,0,0,1,5,3.2
15848,2022,8.7,2301.0,2,4,10.778935456339678,1,0,0,0,1,4,2.4
15849,2015,7.9,46604.0,4,5,10.54507824618167,1,0,0,0,1,4,2.0
15851,2020,11.2,28714.0,4,5,11.182864631309942,0,1,0,0,1,4,2.5
15852,2009,6.1,178309.0,3,5,8.980927207648378,0,1,0,0,1,4,1.6
15853,2022,7.5,120.0,4,5,10.661954199216716,1,0,1,0,0,4,2.5
15854,2015,12.4,67319.0,2,2,10.98520797353402,1,0,0,0,1,8,6.0
15855,2023,8.1,10.0,4,5,10.702210225644713,1,0,0,1,0,4,2.0
15857,2019,4.8,21724.0,5,5,10.042814617757227,1,0,0,0,1,4,1.2
15858,2016,7.8,163964.0,4,7,10.404111313817522,1,0,0,0,1,4,2.2
15859,2017,8.1,188000.0,2,2,10.165467127635536,0,1,0,0,1,4,2.8
15860,2019,7.6,46512.0,4,5,10.2396025825095,1,0,0,0,1,4,2.0
15861,2019,7.2,47279.0,4,5,10.689213914389166,1,0,0,0,1,4,1.4
15862,2017,6.3,44813.0,5,5,9.951801412814678,1,0,0,0,1,4,1.6
15863,2019,7.9,22639.0,4,5,10.341419850781794,1,0,0,0,1,4,2.0
15864,2013,5.7,113171.0,5,5,9.39182824802156,0,1,0,0,1,4,1.4
15865,2019,6.3,49880.0,4,5,10.462817585361734,1,0,0,0,1,4,2.0
15866,2022,7.5,7.0,4,5,10.700724441620455,1,0,1,0,0,4,2.5
15867,2018,7.8,85022.0,4,5,11.481310951200886,1,0,0,0,1,6,3.0
15869,2011,9.2,174573.0,4,5,10.239924074233857,1,0,0,0,1,6,3.0
15870,2023,8.1,4.0,4,7,10.893530478996958,1,0,0,1,0,4,2.5
15871,2017,7.5,84050.0,2,4,10.433821642690162,1,0,0,0,1,4,3.0
15873,2021,7.9,5832.0,4,5,11.034082887057288,1,0,0,0,1,4,2.8
15874,2015,4.1,103638.0,5,5,10.274706221915702,1,0,0,0,1,4,1.8
15875,2022,7.5,2132.0,4,5,10.778706258634818,1,0,1,0,0,4,2.5
15876,2018,4.8,78038.0,4,4,10.819578264407616,1,0,0,0,1,4,2.1
15877,2019,7.3,89234.0,5,5,10.691717614342766,1,0,0,0,1,4,2.5
15878,2022,7.6,2519.0,4,5,11.313168796102914,1,0,1,0,0,4,2.0
15879,2010,10.3,139469.0,4,5,9.546455401949554,1,0,0,0,1,6,3.6
15880,2022,12.4,55.0,4,5,11.406341979567445,1,0,0,1,0,6,3.6
15881,2013,6.9,148464.0,5,5,9.738023112808596,1,0,0,0,1,4,1.8
15882,2016,6.0,123147.0,4,5,10.596134608054392,1,0,0,0,1,4,2.1
15883,2023,8.8,120.0,4,7,10.929529148369403,1,0,1,0,0,4,2.5
15884,2017,7.8,78726.0,4,5,10.819578264407616,1,0,0,0,1,6,3.0
15885,2019,8.0,23785.0,4,5,11.081988690888394,1,0,0,0,1,4,2.8
15886,2022,9.8,11.0,4,5,10.583676131931682,1,0,0,1,0,4,2.0
15887,2016,7.9,100274.0,2,4,10.984444905965518,1,0,0,0,1,6,3.0
15888,2022,4.8,57.0,5,5,10.91490662950186,1,0,0,0,1,4,2.5
15889,2011,8.2,121025.0,4,5,9.949893925350283,1,0,0,0,1,6,2.7
15890,2022,10.6,22.0,4,7,11.440247239472242,1,0,0,1,0,6,3.6
15891,2023,8.0,10.0,4,5,11.22446976000864,1,0,0,1,0,4,3.0
15893,2006,8.9,211889.0,5,5,9.103868127465667,1,0,0,0,1,4,2.3
15894,2021,4.7,12191.0,5,5,10.839384814049202,1,0,0,0,1,4,2.5
15895,1999,9.7,274144.0,4,5,8.698681067461614,0,1,0,0,1,4,2.0
15896,2014,8.3,78694.0,4,5,11.124317473928487,1,0,0,0,1,8,4.1
15897,2022,6.8,2023.0,4,5,10.912685579598298,1,0,1,0,0,4,2.0
15898,2023,7.2,2500.0,4,5,11.00193316064714,1,0,1,0,0,4,2.0
15900,2022,6.6,8401.0,4,5,10.8945146305243,1,0,0,0,1,4,2.0
15901,2019,7.9,63040.0,4,5,10.308619271743055,1,0,0,0,1,4,2.0
15902,2015,12.6,94810.0,2,4,10.757690092096862,1,0,0,0,1,8,5.0
15904,2022,5.4,1713.0,4,5,10.514176610655552,1,0,1,0,0,3,1.0
15906,2020,8.0,13000.0,4,5,11.2872787834379,1,0,0,0,1,4,2.0
15907,2011,9.8,152000.0,4,5,9.457200449907708,0,1,0,0,1,4,2.5
15910,2010,8.8,170789.0,2,2,10.077440859659566,1,0,0,0,1,4,2.0
15911,2015,8.0,233000.0,4,5,9.711115659888671,1,0,0,0,1,4,3.0
15912,2019,7.3,73313.0,4,5,10.2396025825095,1,0,0,0,1,4,1.5
15913,2008,8.2,145203.0,4,5,9.546098067659527,1,0,0,0,1,4,2.0
15914,2019,7.2,21753.0,4,7,10.77874793485229,1,0,0,0,1,4,2.2
15915,2023,6.1,12.0,4,7,11.100027803744739,1,0,0,1,0,4,2.2
15916,2022,8.8,3680.0,4,7,11.156236235215168,1,0,1,0,0,4,2.5
15917,2022,6.6,10.0,4,4,10.596134608054392,1,0,0,1,0,4,1.3
15918,2022,7.3,1570.0,4,5,10.868377954246345,1,0,1,0,0,4,2.0
15919,2017,7.5,83963.0,4,5,10.621083413498383,1,0,0,0,1,4,2.0
15920,2014,4.9,110957.0,5,5,9.85214162518454,1,0,0,0,1,4,1.4
15922,2022,8.8,7.0,4,7,11.325245577931588,1,0,0,1,0,4,2.5
15923,2015,7.0,251517.0,2,2,9.740674462130217,0,1,0,0,1,4,2.4
15924,2013,7.8,222000.0,4,5,9.615805480084347,1,0,0,0,1,4,2.8
15925,2017,7.0,57416.0,4,5,10.691717614342766,1,0,0,0,1,4,2.3
15926,2017,7.0,50040.0,4,5,10.757690092096862,1,0,0,0,1,4,2.3
15927,2011,9.4,234226.0,4,5,9.388486557359657,1,0,0,0,1,6,3.0
15928,2022,9.7,17.0,4,5,11.350288881492672,1,0,1,0,0,6,3.6
15929,2015,8.7,61000.0,4,5,10.043249494911286,1,0,0,0,1,4,2.4
15931,2009,10.3,100959.0,4,7,9.47262771040802,1,0,0,0,1,6,2.7
15932,2017,8.5,59401.0,4,5,10.877858495486807,1,0,0,0,1,4,2.8
15933,2016,6.6,149475.0,4,5,9.769956159911606,1,0,0,0,1,4,2.0
15936,2008,8.8,248624.0,4,3,9.903437551286085,1,0,0,0,1,4,3.0
15937,2015,5.8,158084.0,4,5,9.680031452383618,1,0,0,0,1,4,2.3
15938,2004,8.0,169979.0,5,5,8.697846691109495,1,0,0,0,1,4,1.8
15939,2021,8.1,2597.0,4,5,10.274706221915702,1,0,0,0,1,4,1.5
15940,2021,5.4,10497.0,4,5,10.308619271743055,1,0,0,0,1,3,1.0
15941,2010,8.8,200093.0,4,5,9.21024036697585,1,0,0,0,1,4,2.4
15942,2021,6.8,46717.0,4,5,11.383727526498546,1,0,0,0,1,6,3.0
15943,2009,10.5,135003.0,4,7,9.740674462130217,1,0,0,0,1,4,2.5
15945,2020,7.9,53339.0,4,5,10.98512321699712,1,0,0,0,1,4,3.0
15946,2014,13.7,50143.0,4,5,11.066482100133506,1,0,0,0,1,8,5.0
15947,2023,6.8,6.0,4,5,10.877650887600737,1,0,1,0,0,4,2.5
15948,2021,6.4,12883.0,4,5,10.462817585361734,1,0,0,0,1,4,2.0
15949,2018,12.7,33434.0,2,4,11.050731262615974,1,0,0,0,1,8,5.0
15950,2010,6.0,251945.0,5,5,8.656955133791396,0,1,0,0,1,4,1.3
15951,2022,6.8,1000.0,4,5,11.066482100133506,1,0,0,0,1,4,2.0
15952,2012,8.3,218928.0,4,5,10.12643108384767,0,1,0,0,1,4,3.0
15953,2022,7.7,21.0,4,7,10.849142893040186,1,0,1,0,0,4,1.4
15954,2022,5.0,1500.0,4,5,10.533162310140499,1,0,1,0,0,3,1.0
15956,2014,7.0,65143.0,5,5,9.099408811268901,0,1,0,0,1,4,1.8
15959,2022,4.8,15.0,5,5,10.22502742570653,1,0,0,1,0,4,1.2
15960,2022,6.6,23.0,4,7,11.471999298357582,1,0,0,1,0,4,2.0
15961,2015,8.3,173389.0,4,5,10.267331735953192,1,0,0,0,1,4,2.0
15964,2015,6.0,87811.0,5,5,10.400863128577715,1,0,0,0,1,4,2.2
15965,2007,13.0,147000.0,4,7,9.468928284223587,1,0,0,0,1,6,3.7
15967,2015,6.1,46232.0,4,5,10.274706221915702,1,0,0,0,1,4,2.0
15968,2014,7.5,114125.0,4,5,9.998752276761909,1,0,0,0,1,6,3.0
15969,2015,6.5,102000.0,4,5,9.546455401949554,1,0,0,0,1,4,1.5
15970,2015,7.4,105561.0,5,3,9.903437551286085,0,1,0,0,1,4,2.0
15972,2016,5.1,157758.0,5,5,10.308619271743055,1,0,0,0,1,4,2.0
15973,2013,7.1,133878.0,4,5,9.90323752128092,1,0,0,0,1,4,2.0
15974,2021,6.7,33110.0,5,5,9.846282078765348,1,0,0,0,1,4,1.5
15977,2019,6.3,94068.0,4,5,10.680056341235145,1,0,0,0,1,4,2.0
15978,2019,5.5,62099.0,4,5,10.373178632943564,1,0,0,0,1,4,1.2
15979,2011,7.6,157484.0,4,5,9.471935109664646,1,0,0,0,1,4,2.0
15980,2008,8.8,231000.0,4,3,9.903437551286085,1,0,0,0,1,4,3.0
15982,2009,16.6,61112.0,2,4,11.350394770697367,1,0,0,0,1,8,4.7
15984,2018,8.7,66131.0,4,5,10.691717614342766,1,0,0,0,1,5,3.2
15985,2015,6.8,123927.0,4,5,10.165467127635536,1,0,0,0,1,4,2.0
15986,2022,5.4,2200.0,4,5,10.462817585361734,1,0,1,0,0,3,1.0
15987,2019,11.6,48132.0,4,8,10.668722809490328,1,0,0,0,1,6,3.3
15988,2022,8.9,21.0,4,7,10.91490662950186,1,0,1,0,0,4,2.0
15989,2020,8.6,40636.0,4,5,10.714195521835219,1,0,0,0,1,4,2.0
15990,2014,9.4,215017.0,4,7,10.038368034729945,1,0,0,0,1,4,2.8
15991,2022,5.4,765.0,4,5,10.462817585361734,1,0,1,0,0,3,1.0
15992,2023,8.1,15.0,4,5,10.257308427491955,1,0,0,1,0,4,1.5
15994,2014,6.3,98357.0,5,5,9.79757132694458,1,0,0,0,1,4,1.5
15995,2016,6.2,33626.0,5,5,9.85166780380633,1,0,0,0,1,4,1.4
15996,2015,10.1,84557.0,4,7,9.716434821366272,1,0,0,0,1,6,3.0
15997,2007,11.7,207192.0,4,5,9.468851067127684,1,0,0,0,1,6,3.0
16000,2022,8.1,15.0,4,5,10.5184028848265,1,0,0,1,0,4,1.5
16001,2016,7.5,168954.0,4,5,10.366498036641763,1,0,0,0,1,4,2.2
16002,2018,7.5,61418.0,4,5,10.644233711895351,1,0,0,0,1,6,3.0
16003,2020,7.2,19300.0,4,5,10.819578264407616,1,0,0,0,1,4,1.4
16004,2023,8.6,13.0,4,5,10.940756210963185,1,0,1,0,0,4,2.4
16005,2022,5.0,15.0,4,5,10.571060481976643,1,0,0,1,0,4,1.5
16008,2017,5.1,44205.0,4,5,10.768484990022733,1,0,0,0,1,4,2.0
16010,2011,6.1,96391.0,5,5,9.21024036697585,1,0,0,0,1,4,1.6
16011,1978,0.0,145600.0,2,4,11.487607656985938,0,1,0,0,1,6,3.0
16013,2022,6.2,25.0,4,5,10.645186773678239,1,0,0,1,0,4,1.4
16015,2023,7.1,927.0,4,5,10.777914080311584,1,0,1,0,0,4,1.6
16017,2022,5.6,21.0,4,5,10.77874793485229,1,0,0,1,0,4,1.5
16018,2022,9.3,3.0,4,5,10.684508238346313,1,0,0,1,0,4,2.0
16019,2018,6.0,89339.0,4,5,9.998343083548807,1,0,0,0,1,4,1.8
16020,2021,6.8,15112.0,4,5,10.462817585361734,1,0,0,0,1,4,2.5
16021,2022,7.2,4765.0,4,5,10.91490662950186,1,0,1,0,0,4,2.0
16022,2022,5.3,495.0,5,5,10.403959764222627,1,0,1,0,0,3,1.0
16023,2008,11.0,167293.0,4,8,9.103868127465667,1,0,0,0,1,6,2.7
16024,2023,6.1,13.0,4,7,10.956928122557517,1,0,1,0,0,4,2.2
16025,2019,8.3,111834.0,4,5,9.897871813750493,1,0,0,0,1,4,2.4
16026,2015,8.5,75210.0,4,7,10.645186773678239,1,0,0,0,1,5,3.2
16028,2022,5.6,142.0,4,5,10.645186773678239,1,0,0,0,1,4,1.5
16029,2018,8.1,64340.0,4,7,10.273325483001141,1,0,0,0,1,4,2.5
16030,2016,8.0,129668.0,4,5,10.5184028848265,1,0,0,0,1,4,2.4
16031,2018,7.5,167342.0,2,2,10.08539235583374,1,0,0,0,1,4,3.0
16032,2015,7.5,241642.0,4,5,9.612466578818832,1,0,0,0,1,6,3.0
16033,2020,6.1,56385.0,4,7,10.950631092829045,1,0,0,0,1,4,2.2
16034,2019,8.3,97660.0,4,5,10.235951767759802,1,0,0,0,1,4,2.5
16036,2018,8.3,63399.0,4,5,10.571060481976643,1,0,0,0,1,4,2.5
16037,2022,5.0,18.0,4,5,10.54507824618167,1,0,0,1,0,3,1.0
16039,2011,9.1,181590.0,4,7,9.304741047397666,1,0,0,0,1,4,2.4
16040,2014,9.1,158262.0,4,5,10.165467127635536,1,0,0,0,1,4,2.8
16042,2019,8.1,76027.0,4,5,10.79937147463262,0,1,0,0,1,4,3.0
16043,2018,7.4,88253.0,4,5,10.263920426602184,1,0,0,0,1,4,1.5
16044,2014,7.5,217308.0,4,5,9.85166780380633,1,0,0,0,1,6,3.0
16046,2023,7.3,16.0,4,7,11.243083310646778,1,0,1,0,0,4,2.2
16047,2014,10.6,134554.0,4,7,10.199137794637085,1,0,0,0,1,6,3.5
16048,2022,6.4,92.0,4,5,10.571060481976643,1,0,0,0,1,4,1.2
16049,2020,7.9,58374.0,4,5,10.341419850781794,1,0,0,0,1,4,2.0
16050,2014,6.0,61783.0,4,5,9.612466578818832,0,1,0,0,1,4,1.6
16052,2022,6.2,4072.0,4,5,10.596384701840863,1,0,1,0,0,4,1.4
16053,2013,5.1,81766.0,4,5,10.042814617757227,1,0,0,0,1,4,2.1
16055,2013,8.9,275332.0,2,2,9.471935109664646,1,0,0,0,1,4,2.8
16056,2004,7.8,236450.0,4,5,8.85352256068954,1,0,0,0,1,4,1.8
16057,2023,8.1,16.0,4,5,10.86283777387073,1,0,0,1,0,4,2.0
16059,2011,6.4,218850.0,5,5,9.103868127465667,0,1,0,0,1,4,1.2
16060,2018,7.6,42160.0,4,5,10.668722809490328,1,0,0,0,1,4,2.4
16061,2023,8.7,8.0,4,7,10.943499211400042,1,0,0,1,0,4,2.2
16065,2022,4.9,5.0,4,4,10.20322170601205,1,0,0,1,0,4,1.2
